name,iban,bic,amount,reference,address,favorite_store
Emma Fischer,DE44500105175407324931,BYLADEM1XXX,24332.35,Credit Note 2026562,"Via Milano 340, 51869 Turin",Leclerc
Julia Schaefer,CH5604835012345678009,UBSWCHZHXXX,13732.21,Bonus 2026785,"Via Milano 968, 60274 Valencia",Lidl
Paul Marin,RO76BTRL01304205R50067XX,RNCBROBU,13645.35,License 2024791,"Boulevard Victor Hugo 252, 15470 Rotterdam",Plus
Francisco Gonzalez,RO49AAAA1B31007593840000,BRDEROBUXXX,37200.61,Order 2026543,"Rue de la Paix 280, 74900 Florence",Alcampo
Marian Smith,RO66BRDE410SV38975310410,INGBROBU,5844.35,Salary 2026025,"Gartenstrasse 551, 18850 Geneva",Jumbo
John Brown,DE89370400440532013000,BYLADEM1XXX,1952.04,Advance 2026096,"Green Lane 702, 74883 Lille",Casino
Clara Williams,ES7921000813610123456789,BBVAESMM,38762.60,Support 2024647,"Victoria Street 787, 88559 Lyon",Spar
Jonas Moldovan,NL91ABNA0417164300,RABONL2UXXX,45816.41,Invoice 2024670,"Gartenstrasse 811, 34881 Berlin",Kaufland
Alain Stan,BE71096123456769,GEBABEBB,18526.50,Contract 2024823,"Rue du Commerce 359, 41854 Lille",Spar
Martinez Partners,DE62370400440532013001,DRESDEFF100,1528.32,Order 2026343,"Victoria Street 127, 59517 Stuttgart",Migros
Dumitrescu Holdings,FR1420041010050500013M02606,CEPAFRPP415,19930.48,License 2025107,"Calea Victoriei 220, 14972 Barcelona",Albert Heijn
Bernard AG,IT28W8000000292100645211111,BCITITMM,14042.01,Salary 2024050,"Church Road 33, 17203 Marseille",Spar
Dubois International,AT611904300234573201,RLNWATWWXXX,21084.90,Consulting 2024145,"Rue de la Paix 761, 52487 Amsterdam",Carrefour
Julia Gonzalez,ES1000492352082414205416,BBVAESMM,41882.38,Bonus 2025003,"Boulevard Victor Hugo 39, 46837 Madrid",Monoprix
Brown Solutions,DE89370400440532013000,DEUTDEFFXXX,18284.38,Advance 2024559,"Via Roma 814, 26260 Berlin",Aldi
Leon Colombo,RO76BTRL01304205R50067XX,RNCBROBU,40314.62,Fee 2025042,"Station Road 361, 40986 Cologne",Denner
Stoica Partners,IT28W8000000292100645211111,UNCRITMM,42120.61,Services 2025829,"Calle Mayor 928, 80967 Rome",Jumbo
Cristian Dubois,ES1000492352082414205416,POPUESMM,37968.84,License 2026617,"Gartenstrasse 33, 63910 Madrid",Edeka
Michael Bernard,BE68539007547034,GKCCBEBB,29006.25,Bonus 2026381,"Plaza de España 94, 83110 Seville",Kaufland
Hernandez Industries,BE68539007547034,KREDBEBB,4821.25,Commission 2024795,"Piazza Garibaldi 912, 81719 Venice",Spar
Leon Martin,CH9300762011623852957,UBSWCHZHXXX,30671.67,Retainer 2024996,"Station Road 78, 54742 Eindhoven",Albert Heijn
Cristian Barbu,RO49AAAA1B31007593840000,BTRLRO22XXX,18629.61,Consulting 2025953,"Via Roma 712, 19339 Naples",Jumbo
Leon Smith,ES9121000418450200051332,POPUESMM,5151.77,Advance 2026976,"Strada Principala 402, 81499 Nice",El Corte Inglés
Michael Stoica,FR7612548029989876543210843,CEPAFRPP415,28400.75,Services 2025722,"Victoria Street 523, 89343 Valencia",Kaufland Romania
Philippe Durand,RO76BTRL01304205R50067XX,BTRLRO22XXX,32247.99,Payment 2024323,"Rue de la Paix 331, 71208 Antwerp",Jumbo
Giovanni Richter,FR7612548029989876543210843,CRLYFRPPXXX,14484.52,Order 2026383,"Park Avenue 117, 70340 Hamburg",Kaufland
Petit Holdings,BE68539007547034,AXABBE22XXX,44019.35,Refund 2026909,"Park Avenue 806, 65898 Barcelona",Albert Heijn
Ion Thomas,RO66BRDE410SV38975310410,INGBROBU,4479.85,Support 2025578,"Plaza de España 659, 39864 Vienna",Rewe
Schaefer Services,FR1420041010050500013M02606,CRLYFRPPXXX,27918.32,Salary 2025625,"Avenue des Champs 528, 99542 Geneva",El Corte Inglés
Leon Hoffmann,CH9300762011623852957,UBSWCHZHXXX,41737.05,License 2024309,"Bahnhofstrasse 560, 63675 Bucharest",Conad
Michael Russo,DE91100000000123456789,DRESDEFF100,25407.92,Contract 2025514,"Avenida Principal 79, 93887 Turin",Denner
Michel Schneider,DE89370400440532013000,DRESDEFF100,41680.07,Refund 2026531,"High Street 359, 13360 Madrid",Coop
Ben Gheorghiu,RO49AAAA1B31007593840000,BTRLRO22XXX,18447.57,Maintenance 2025349,"Via Milano 696, 70437 Venice",Real
Michel Smith,ES9121000418450200051332,SABSESMMXXX,12633.32,Maintenance 2026431,"Manor Road 655, 32693 Stuttgart",Monoprix
Gonzalez Consulting,RO09BCYP0000001234567890,BTRLRO22XXX,10188.11,Payment 2025218,"Rue de la Paix 528, 51821 Bordeaux",Kaufland
Garcia Group,DE89370400440532013000,DRESDEFF100,29922.18,Salary 2026836,"Bulevardul Unirii 800, 29031 Cologne",Aldi
Ioana Mueller,ES7921000813610123456789,CAIXESBBXXX,36491.04,Services 2024411,"High Street 54, 87496 Dresden",Mega Image
Cristian Ferrari,IT40S0542811101000000123456,UNCRITMM,26358.33,Contract 2025248,"Kirchweg 147, 10509 Cologne",Penny
Daniela Thomas,CH9300762011623852957,CRESCHZZXXX,11724.85,Invoice 2024635,"Avenue des Champs 571, 14359 Salzburg",Conad
Schaefer Holdings,AT611904300234573201,RLNWATWWXXX,28159.20,Advance 2026715,"Strada Principala 865, 62108 Frankfurt",Lidl
Lopez KG,IT60X0542811101000000123456,UNCRITMM,43215.00,Order 2026350,"Avenue des Champs 240, 40733 Toulouse",Kaufland
Durand Logistics,DE89370400440532013000,COBADEFFXXX,6563.90,Commission 2025073,"Manor Road 842, 64901 Lille",Carrefour Italia
Leon Tudor,RO76BTRL01304205R50067XX,INGBROBU,18818.70,Refund 2025588,"Gartenstrasse 211, 45894 Bologna",Monoprix
Fischer Holdings,ES9121000418450200051332,SABSESMMXXX,46789.21,Subscription 2026692,"Rue du Commerce 26, 51897 Madrid",Spar
Ana Becker,CH9300762011623852957,UBSWCHZHXXX,4771.88,Contract 2025299,"Manor Road 963, 76227 Lille",Kaufland
Weber Partners,DE89370400440532013000,DEUTDEFFXXX,34165.88,Services 2025524,"Park Avenue 795, 97453 Rotterdam",Alcampo
Klein Group,IT40S0542811101000000123456,BPPIITRRXXX,33300.03,Bonus 2024609,"Park Road 369, 78101 Stuttgart",Penny
Noah Klein,CH5604835012345678009,POFICHBEXXX,42980.46,Refund 2026168,"Park Road 601, 51771 Lille",El Corte Inglés
Schaefer GmbH,AT483200000012345864,BKAUATWWXXX,14464.01,Fee 2025154,"Calle Real 544, 46690 Berlin",Kaufland Romania
Robert Jones,DE91100000000123456789,INGDDEFFXXX,35992.93,Payment 2026333,"Plaza de España 998, 24602 Geneva",Dia
Maximilian Popa,RO49AAAA1B31007593840000,BCYPROBUXXX,49872.12,Consulting 2024177,"Bulevardul Unirii 388, 44755 Zurich",Esselunga
Constantinescu Services,IT28W8000000292100645211111,BLOPIT22XXX,14516.24,Commission 2024881,"Avenida Principal 196, 29546 Madrid",Real
Jose Meyer,BE68539007547034,GEBABEBB,1165.02,Bonus 2024054,"Via Roma 396, 30337 Toulouse",Monoprix
Manuel Schulz,NL91ABNA0417164300,RABONL2UXXX,31996.05,Consulting 2026935,"Avenida Principal 461, 88972 Berlin",Carrefour Romania
Pierre Mueller,RO76BTRL01304205R50067XX,BCYPROBUXXX,11466.95,Maintenance 2025787,"Park Road 956, 22070 Naples",Dia
Andrei Schmidt,CH5604835012345678009,UBSWCHZHXXX,25517.47,Order 2025720,"Strada Principala 781, 67001 Cluj-Napoca",Mega Image
Francisco Durand,ES7921000813610123456789,POPUESMM,12271.08,Order 2026900,"Hauptstrasse 618, 12264 Venice",Real
Hans Constantinescu,RO09BCYP0000001234567890,BCYPROBUXXX,33908.23,Retainer 2024735,"Piazza Garibaldi 663, 97797 Rome",Penny
Constantinescu Corporation,NL91ABNA0417164300,INGBNL2AXXX,13765.34,Invoice 2025994,"Rue de la Paix 16, 27674 Toulouse",El Corte Inglés
Jones Technologies,NL91ABNA0417164300,ABNANL2AXXX,4148.94,Salary 2024232,"Calea Victoriei 9, 99590 Cluj-Napoca",Coop Schweiz
Carlos Robert,DE62370400440532013001,INGDDEFFXXX,14917.31,Services 2025113,"Boulevard Victor Hugo 825, 25233 Bilbao",Real
Dubois Industries,DE62370400440532013001,INGDDEFFXXX,41258.53,Invoice 2025460,"Bahnhofstrasse 82, 17130 Turin",Casino
Pierre Johnson,BE71096123456769,GKCCBEBB,8425.85,Commission 2025451,"Via Roma 636, 77979 Seville",Denner
Leon Gonzalez,FR7630006000011234567890189,CEPAFRPP415,20823.50,Advance 2025161,"Park Avenue 44, 72982 Geneva",Coop
Alain Wagner,BE68539007547034,KREDBEBB,19360.59,Fee 2025545,"Via Milano 619, 66115 Bucharest",Carrefour Italia
Felix Barbu,DE91100000000123456789,DRESDEFF100,27620.91,Commission 2026261,"Rue du Commerce 640, 20571 Marseille",Carrefour Italia
Francois Schaefer,AT611904300234573201,RLNWATWWXXX,45239.93,Salary 2024028,"Park Avenue 220, 64401 Toulouse",Mega Image
Lena Schulz,FR7612548029989876543210843,AGRIFRPPXXX,9631.57,Refund 2025709,"Via Nazionale 210, 66607 Nice",Carrefour Italia
John Romano,DE27100777770209299700,DRESDEFF100,35683.22,Contract 2024458,"Strada Principala 710, 61670 Amsterdam",Aldi
Lea Schneider,CH5604835012345678009,UBSWCHZHXXX,19416.96,Services 2024839,"Hauptstrasse 616, 13319 Rotterdam",Lidl
Elena Ionescu,CH9300762011623852957,UBSWCHZHXXX,46635.45,Salary 2025857,"Corso Italia 437, 12745 Bologna",Dia
Hernandez Partners,RO09BCYP0000001234567890,RNCBROBU,41513.69,Invoice 2025810,"Hauptstrasse 932, 15168 Bologna",Coop Schweiz
Maria Esposito,CH9300762011623852957,UBSWCHZHXXX,43295.01,Credit Note 2025495,"Avenida Principal 519, 98106 Frankfurt",Spar
Adrian Constantinescu,ES9121000418450200051332,BBVAESMM,16435.20,Consulting 2025633,"Piazza Garibaldi 952, 52758 Seville",Carrefour Romania
Becker GmbH,CH5604835012345678009,CRESCHZZXXX,15114.74,Contract 2025976,"Corso Italia 2, 14273 Turin",Mercadona
Marian Hoffmann,IT60X0542811101000000123456,UNCRITMM,12704.73,Credit Note 2026086,"Boulevard Victor Hugo 698, 46068 Stuttgart",Carrefour Romania
David Tudor,ES1000492352082414205416,SABSESMMXXX,38199.29,Advance 2025635,"Avenue des Champs 514, 78428 Bilbao",Rewe
Carlos Richter,ES9121000418450200051332,BSCHESMM,49233.07,Support 2026352,"Boulevard Victor Hugo 931, 44017 Valencia",Coop
Bianchi Trading,IT40S0542811101000000123456,BPPIITRRXXX,30093.57,Contract 2024628,"Park Road 574, 62237 Stuttgart",Kaufland
Julia Barbu,ES7921000813610123456789,BSCHESMM,39005.03,Invoice 2025614,"High Street 380, 84436 Cluj-Napoca",Conad
Lea Stan,FR7612548029989876543210843,CEPAFRPP415,36634.11,Invoice 2026964,"Piazza Garibaldi 927, 89834 Utrecht",Rewe
Alexander Garcia,CH5604835012345678009,UBSWCHZHXXX,31238.14,Bonus 2026069,"Church Street 898, 80046 Bucharest",Dia
Adrian Hoffmann,ES7921000813610123456789,CAIXESBBXXX,10114.81,Advance 2024212,"Park Road 819, 21314 Milan",Auchan
Elena Martinez,DE89370400440532013000,COBADEFFXXX,12201.16,Refund 2026818,"Strada Principala 36, 43315 Antwerp",Coop
Weber Consulting,NL91ABNA0417164300,TRIONL2UXXX,24660.76,Credit Note 2024666,"Schulstrasse 355, 66015 Valencia",Alcampo
Finn Davis,NL91ABNA0417164300,TRIONL2UXXX,30677.29,Refund 2024398,"Church Street 351, 71176 Toulouse",Carrefour Romania
Felix Barbu,FR1420041010050500013M02606,CRLYFRPPXXX,41195.14,Fee 2025670,"Via Roma 873, 97849 Barcelona",Carrefour
Lea Williams,CH9300762011623852957,POFICHBEXXX,42130.36,Support 2026777,"Plaza de España 544, 90512 Bordeaux",Real
Rossi AG,DE91100000000123456789,BYLADEM1XXX,29915.88,Contract 2026721,"Plaza de España 510, 90330 Seville",Esselunga
Elena Johnson,DE44500105175407324931,DRESDEFF100,9484.38,Order 2026304,"Bulevardul Unirii 350, 23094 Cluj-Napoca",Denner
Gabriela Rossi,ES7921000813610123456789,SABSESMMXXX,36962.18,Consulting 2025198,"Via Milano 931, 96354 Milan",Coop Schweiz
Manuel Schulz,CH5604835012345678009,POFICHBEXXX,21364.85,Contract 2026316,"Manor Road 908, 73857 Florence",Carrefour Italia
Pierre Popescu,IT28W8000000292100645211111,BLOPIT22XXX,15426.60,Order 2024737,"Boulevard Victor Hugo 643, 48738 Venice",Kaufland
Popa Consulting,ES1000492352082414205416,POPUESMM,6297.71,Consulting 2026662,"Avenue des Champs 412, 44966 Bordeaux",Real
Elena Dubois,NL91ABNA0417164300,ABNANL2AXXX,28916.48,Order 2026444,"Kirchweg 85, 87140 Venice",Auchan
Jose Wagner,NL91ABNA0417164300,ABNANL2AXXX,24349.12,Subscription 2026546,"Manor Road 462, 60491 Hamburg",Coop
Bernard Corporation,FR1420041010050500013M02606,AGRIFRPPXXX,20764.18,Support 2026203,"Via Milano 883, 85779 Bucharest",Monoprix
Garcia Systems,DE44500105175407324931,COBADEFFXXX,22028.94,Contract 2026240,"Boulevard Victor Hugo 604, 92519 Marseille",Carrefour Italia
Robert Gonzalez,NL02ABNA0123456789,TRIONL2UXXX,1417.09,Retainer 2026512,"Gartenstrasse 951, 59877 Madrid",Esselunga
Marco Popescu,BE68539007547034,AXABBE22XXX,10804.43,Contract 2025449,"Victoria Street 740, 47331 Antwerp",Mega Image
Manuel Ferrari,AT483200000012345864,BKAUATWWXXX,4027.67,Services 2026489,"High Street 854, 95657 Bordeaux",Carrefour Italia
Fischer Corporation,BE71096123456769,GEBABEBB,39367.19,Retainer 2024168,"Park Road 154, 75866 Amsterdam",Lidl
Sophie Ionescu,NL02ABNA0123456789,TRIONL2UXXX,1614.63,Credit Note 2026116,"Strada Principala 723, 69220 Venice",Mega Image
Weber Logistics,BE71096123456769,KREDBEBB,18166.53,Bonus 2026219,"Plaza de España 5, 70265 Rotterdam",Aldi
James Rossi,BE68539007547034,KREDBEBB,10746.71,Maintenance 2025440,"Bahnhofstrasse 486, 15881 Dresden",Auchan
Popescu Consulting,CH5604835012345678009,POFICHBEXXX,7998.59,Bonus 2025939,"Hauptstrasse 162, 60044 Munich",Kaufland Romania
Cristian Hoffmann,IT28W8000000292100645211111,BLOPIT22XXX,17298.88,Retainer 2026037,"Rue de la Paix 441, 48469 Milan",Rewe
Ferrari Group,IT28W8000000292100645211111,BLOPIT22XXX,3643.95,Support 2026025,"High Street 140, 16710 Dresden",Carrefour
Rossi GmbH,BE71096123456769,AXABBE22XXX,41149.39,License 2024082,"Via Nazionale 398, 43476 Lille",Kaufland Romania
Philippe Romano,RO49AAAA1B31007593840000,BRDEROBUXXX,24142.81,Consulting 2024077,"Via Roma 651, 31728 Turin",Kaufland
Hans Williams,RO76BTRL01304205R50067XX,BTRLRO22XXX,42679.85,Retainer 2024530,"Church Road 801, 36766 Milan",Conad
Maria Barbu,RO66BRDE410SV38975310410,INGBROBU,37742.96,Advance 2026352,"Bulevardul Unirii 449, 96925 Frankfurt",Edeka
Becker Holdings,CH5604835012345678009,UBSWCHZHXXX,26089.46,Bonus 2024474,"Via Nazionale 963, 82420 Stuttgart",Spar
Williams Logistics,AT611904300234573201,RLNWATWWXXX,18597.49,Refund 2024653,"Main Street 83, 34283 Utrecht",Coop Schweiz
Alexandru Bernard,FR7612548029989876543210843,CEPAFRPP415,11676.76,Bonus 2026923,"Boulevard Victor Hugo 434, 92230 Venice",Kaufland
Maximilian Hernandez,DE62370400440532013001,BYLADEM1XXX,26490.36,Retainer 2024257,"Calle Real 476, 18042 Berlin",Carrefour Italia
Wagner GmbH,RO76BTRL01304205R50067XX,BCYPROBUXXX,1850.23,Salary 2025582,"Calle Real 629, 95559 Geneva",Aldi
Cristian Fischer,ES9121000418450200051332,SABSESMMXXX,45883.29,Commission 2024953,"High Street 112, 78698 Frankfurt",Mercadona
Petit KG,IT28W8000000292100645211111,INTESA,39674.51,Services 2025209,"Rue de la Paix 264, 82616 Cologne",Aldi
Elias Ferrari,CH5604835012345678009,UBSWCHZHXXX,7097.42,Contract 2025297,"Boulevard Victor Hugo 239, 56415 Lille",Spar
Alessandro Martinez,FR7630006000011234567890189,CEPAFRPP415,36159.88,Contract 2026573,"Main Street 741, 49774 Marseille",Carrefour
Julia Moldovan,NL02ABNA0123456789,TRIONL2UXXX,33600.21,Retainer 2024870,"Manor Road 580, 68419 Bologna",Mercadona
Hans Constantinescu,AT611904300234573201,RLNWATWWXXX,35266.09,Services 2024673,"Via Roma 7, 93384 Bilbao",Carrefour
Richard Colombo,BE71096123456769,KREDBEBB,39920.01,Commission 2025974,"High Street 232, 28264 Toulouse",Migros
Brown Consulting,BE71096123456769,AXABBE22XXX,16302.10,License 2026881,"Church Street 312, 65734 Marseille",Carrefour
Sarah Lopez,IT40S0542811101000000123456,BLOPIT22XXX,25931.47,Refund 2026224,"Rue du Commerce 935, 19966 Florence",Casino
Ben Jones,NL02ABNA0123456789,RABONL2UXXX,12568.62,Invoice 2025364,"Boulevard Victor Hugo 983, 62616 Valencia",Monoprix
Lukas Popescu,AT611904300234573201,BKAUATWWXXX,3382.45,Support 2025782,"Church Street 156, 18986 Antwerp",Edeka
Anna Brown,NL91ABNA0417164300,INGBNL2AXXX,33690.37,Contract 2024569,"Calea Victoriei 890, 53964 Venice",Carrefour Romania
Andreea Schulz,IT60X0542811101000000123456,BLOPIT22XXX,22401.33,Fee 2025934,"Hauptstrasse 344, 55696 Milan",Jumbo
Andreea Rodriguez,CH9300762011623852957,CRESCHZZXXX,3174.88,Commission 2025278,"Bahnhofstrasse 447, 29225 Cluj-Napoca",Edeka
Jose Klein,RO76BTRL01304205R50067XX,BCYPROBUXXX,36866.83,Contract 2024297,"Gartenstrasse 216, 80955 Dresden",Denner
Adrian Fischer,NL02ABNA0123456789,INGBNL2AXXX,2774.40,Credit Note 2024501,"Rue du Commerce 875, 22448 Geneva",Plus
Francois Schulz,IT28W8000000292100645211111,BCITITMM,43967.50,Bonus 2025182,"Schulstrasse 841, 77566 Antwerp",Lidl
Jacques Gheorghiu,NL02ABNA0123456789,TRIONL2UXXX,18771.33,Services 2026182,"Boulevard Victor Hugo 926, 65657 Rotterdam",Alcampo
Garcia AG,BE68539007547034,GEBABEBB,34644.57,Credit Note 2024061,"Avenida Principal 669, 46322 Milan",Casino
Elena Dumitrescu,RO76BTRL01304205R50067XX,BRDEROBUXXX,35864.18,Consulting 2025013,"Gartenstrasse 960, 45743 Nice",Real
Philippe Hernandez,CH9300762011623852957,UBSWCHZHXXX,10639.64,Salary 2026624,"Avenida Principal 197, 39306 Antwerp",Esselunga
Gabriela Dumitrescu,IT60X0542811101000000123456,BPPIITRRXXX,32850.99,Order 2024384,"Park Road 967, 99271 Malaga",Casino
Michael Jones,CH9300762011623852957,CRESCHZZXXX,3483.77,Salary 2025107,"Avenida Principal 286, 32198 Cologne",Migros
Meyer International,BE68539007547034,AXABBE22XXX,48446.66,Credit Note 2025670,"High Street 986, 24788 Geneva",Auchan
Felix Garcia,DE27100777770209299700,DRESDEFF100,10619.77,Fee 2024557,"Station Road 43, 10866 Paris",Conad
Alexandru Romano,BE68539007547034,GKCCBEBB,4609.65,Contract 2024195,"Plaza de España 167, 11566 Bucharest",Denner
Daniela Richter,AT483200000012345864,GIBAATWWXXX,28040.23,Subscription 2024009,"Rue du Commerce 673, 25592 Amsterdam",Leclerc
Ben Romano,FR1420041010050500013M02606,BNPAFRPPXXX,3941.61,Retainer 2026524,"Avenue des Champs 600, 87204 Utrecht",Auchan
Alina Richter,AT611904300234573201,RLNWATWWXXX,18459.38,Consulting 2024269,"Kirchweg 668, 22691 Venice",Casino
Lopez Corporation,CH9300762011623852957,UBSWCHZHXXX,43365.58,Contract 2025670,"Strada Principala 871, 17111 Antwerp",Mercadona
Marco Schmidt,RO76BTRL01304205R50067XX,INGBROBU,40567.61,License 2026830,"Station Road 491, 97988 Eindhoven",Denner
Jean Brown,CH5604835012345678009,UBSWCHZHXXX,7293.66,Subscription 2025078,"Calle Real 693, 82058 Berlin",Jumbo
Weber Holdings,RO09BCYP0000001234567890,INGBROBU,34444.62,Retainer 2024831,"Park Avenue 757, 48857 Hamburg",Esselunga
Anna Dumitrescu,ES9121000418450200051332,BSCHESMM,22461.86,Advance 2025169,"Corso Italia 947, 79592 Brussels",Jumbo
Daniela Mueller,RO49AAAA1B31007593840000,BRDEROBUXXX,33508.38,Consulting 2026540,"Bulevardul Unirii 520, 98041 Venice",Denner
Jonas Dubois,AT611904300234573201,RLNWATWWXXX,29636.96,Consulting 2024288,"Manor Road 540, 33908 Toulouse",Carrefour
Lisa Bernard,FR7612548029989876543210843,CEPAFRPP415,49987.12,Subscription 2024329,"Via Nazionale 316, 65787 Valencia",Conad
Felix Weber,AT483200000012345864,BKAUATWWXXX,29046.03,Advance 2026710,"Kirchweg 643, 72894 Florence",Esselunga
Rossi Consulting,CH9300762011623852957,CRESCHZZXXX,35530.39,Salary 2025871,"Calle Mayor 419, 82457 Utrecht",Kaufland
Jacques Rodriguez,ES1000492352082414205416,BSCHESMM,33787.34,Credit Note 2025974,"Church Road 192, 85292 Milan",Edeka
Jean Lopez,IT40S0542811101000000123456,INTESA,31662.21,Refund 2025200,"Green Lane 157, 49692 Frankfurt",Kaufland
Alexander Martinez,RO66BRDE410SV38975310410,RNCBROBU,14664.93,Credit Note 2026300,"Main Street 840, 26331 Malaga",Coop
Noah Fischer,CH9300762011623852957,UBSWCHZHXXX,20162.12,Bonus 2026323,"Via Milano 685, 30568 Lyon",Conad
Lea Petit,NL02ABNA0123456789,RABONL2UXXX,28843.87,Bonus 2025625,"Schulstrasse 336, 65146 Geneva",Carrefour Italia
Jonas Brown,CH9300762011623852957,UBSWCHZHXXX,16066.40,Support 2024264,"Rue de la Paix 463, 85759 Lyon",Carrefour Italia
James Jones,RO49AAAA1B31007593840000,BCYPROBUXXX,30002.57,Payment 2026433,"Boulevard Victor Hugo 854, 51027 Zurich",El Corte Inglés
Ionescu GmbH,FR7630006000011234567890189,CRLYFRPPXXX,45817.81,Subscription 2024345,"Bahnhofstrasse 982, 37294 Cologne",Denner
Giuseppe Meyer,RO49AAAA1B31007593840000,RNCBROBU,12368.01,Bonus 2026309,"Schulstrasse 401, 36278 Utrecht",Aldi
Colombo Partners,AT611904300234573201,GIBAATWWXXX,45216.16,Credit Note 2026357,"Plaza de España 286, 99855 Munich",Mega Image
Colombo KG,NL02ABNA0123456789,INGBNL2AXXX,47344.03,Consulting 2024482,"Station Road 275, 58218 Venice",Leclerc
Ioana Thomas,RO76BTRL01304205R50067XX,BCYPROBUXXX,30354.89,Advance 2025253,"Avenida Principal 85, 80127 Paris",Spar
Mihai Stoica,ES1000492352082414205416,BBVAESMM,32513.37,Refund 2026754,"Bulevardul Unirii 964, 40096 Turin",Albert Heijn
Rodriguez Group,CH9300762011623852957,POFICHBEXXX,19733.10,Bonus 2025987,"Church Road 11, 57894 Antwerp",Jumbo
Laura Koch,AT483200000012345864,GIBAATWWXXX,6253.25,Refund 2026308,"Church Road 300, 94527 Seville",El Corte Inglés
Romano Solutions,DE91100000000123456789,DEUTDEFFXXX,9989.82,Consulting 2024372,"Park Road 606, 78697 Naples",Carrefour Romania
Emma Schaefer,AT483200000012345864,BKAUATWWXXX,2499.09,Consulting 2025004,"Church Street 980, 82866 Bucharest",Rewe
Fischer Services,CH9300762011623852957,UBSWCHZHXXX,37410.32,Refund 2026919,"Calea Victoriei 268, 55575 Rome",Monoprix
Jose Rossi,FR1420041010050500013M02606,SOGEFRPPXXX,8334.38,Fee 2026759,"Corso Italia 524, 90951 Bucharest",Real
Antonio Wagner,BE71096123456769,KREDBEBB,29232.56,Maintenance 2025572,"Calle Mayor 965, 89804 Paris",Jumbo
Bianchi Partners,FR1420041010050500013M02606,CEPAFRPP415,26478.93,Fee 2026298,"Victoria Street 173, 89365 Antwerp",Jumbo
Dumitrescu Logistics,AT483200000012345864,GIBAATWWXXX,15241.32,Order 2024137,"Boulevard Victor Hugo 541, 73533 Venice",Mercadona
Alexandru Richter,NL02ABNA0123456789,INGBNL2AXXX,1575.54,Order 2024908,"Victoria Street 290, 48214 Lyon",Carrefour Romania
Mia Miller,CH9300762011623852957,CRESCHZZXXX,24755.77,Advance 2025329,"Rue de la Paix 788, 22621 Milan",Kaufland Romania
Marin Systems,RO49AAAA1B31007593840000,BTRLRO22XXX,35319.26,Commission 2025862,"Avenida Principal 285, 95622 Barcelona",Coop Schweiz
William Ferrari,DE91100000000123456789,DRESDEFF100,2591.30,Advance 2026950,"Park Avenue 748, 23686 Zurich",Mercadona
Paul Rossi,FR1420041010050500013M02606,CRLYFRPPXXX,8006.15,Support 2024025,"Via Milano 392, 12995 Vienna",Coop Schweiz
Francisco Bernard,DE27100777770209299700,DEUTDEFFXXX,11046.97,Invoice 2026800,"Calle Real 518, 69275 Nice",Monoprix
Brown Holdings,NL02ABNA0123456789,ABNANL2AXXX,28830.81,Contract 2026947,"Corso Italia 993, 88827 Seville",Real
Schneider Holdings,AT483200000012345864,GIBAATWWXXX,2549.28,Order 2025862,"Calle Mayor 118, 35204 Cluj-Napoca",Spar
Brown International,CH5604835012345678009,CRESCHZZXXX,41392.33,Support 2025876,"Via Milano 429, 50073 Turin",Leclerc
Jean Fischer,BE71096123456769,AXABBE22XXX,13402.28,Maintenance 2024600,"Victoria Street 196, 16241 Eindhoven",Carrefour Romania
Lena Brown,DE27100777770209299700,INGDDEFFXXX,6656.35,Payment 2026402,"Rue du Commerce 86, 94559 Munich",Penny
David Gheorghiu,NL02ABNA0123456789,RABONL2UXXX,28725.21,Credit Note 2026239,"Victoria Street 224, 31932 Paris",Lidl
Ioana Garcia,IT40S0542811101000000123456,BLOPIT22XXX,41681.06,Maintenance 2024551,"Rue de la Paix 710, 18670 Brussels",Spar
Alessandro Becker,RO09BCYP0000001234567890,BRDEROBUXXX,9016.09,Retainer 2026411,"Piazza Garibaldi 6, 11578 Geneva",Coop Schweiz
Lena Russo,DE89370400440532013000,DRESDEFF100,32142.43,License 2024929,"Main Street 176, 38697 Marseille",Auchan
Sophie Brown,AT483200000012345864,BKAUATWWXXX,44036.18,Commission 2024077,"Green Lane 403, 60817 Amsterdam",Plus
Tudor Corporation,ES7921000813610123456789,POPUESMM,7302.91,Consulting 2026214,"Piazza Garibaldi 414, 42703 Rotterdam",Rewe
Ion Schaefer,RO76BTRL01304205R50067XX,BCYPROBUXXX,14086.52,Salary 2024425,"Church Road 737, 71456 Vienna",Rewe
Alexander Klein,IT28W8000000292100645211111,BPPIITRRXXX,8028.63,Salary 2026729,"Bulevardul Unirii 827, 10867 Cluj-Napoca",Real
Wagner Group,ES9121000418450200051332,POPUESMM,26768.80,Retainer 2026529,"Via Nazionale 786, 86865 Seville",Migros
Popescu Industries,IT40S0542811101000000123456,BPPIITRRXXX,45899.44,Subscription 2024222,"Bahnhofstrasse 629, 19491 Paris",El Corte Inglés
Lopez Partners,DE89370400440532013000,BYLADEM1XXX,30928.52,Subscription 2026900,"Via Roma 991, 46723 Dresden",Spar
David Constantinescu,CH9300762011623852957,CRESCHZZXXX,38570.36,Support 2026148,"Boulevard Victor Hugo 859, 20273 Bordeaux",Dia
Colombo Holdings,NL02ABNA0123456789,TRIONL2UXXX,18889.69,Credit Note 2026459,"Schulstrasse 518, 63596 Cologne",Plus
